step,time,intersection_id,total_queue_length,average_waiting_time,north_queue,south_queue,east_queue,west_queue,current_phase,signal_state,green_duration,throughput
184,920,1,8,12.81182859779436,0,0,4,4,north_south,GREEN,30,717
184,920,2,14,14.316051726597452,0,0,5,9,north_south,GREEN,30,1256
184,920,3,12,14.634969661123517,0,0,5,7,north_south,GREEN,30,1464
185,925,0,18,15.592909852573383,0,0,7,11,north_south,GREEN,30,1856
185,925,1,9,12.725347670344846,0,0,4,5,north_south,GREEN,30,722
185,925,2,16,14.262048410624608,0,0,6,10,north_south,GREEN,30,1261
185,925,3,15,14.597503249311556,0,0,7,8,north_south,GREEN,30,1468
186,930,0,25,15.545259047947827,0,0,12,13,north_south,GREEN,30,1862
186,930,1,9,12.675545085994523,0,0,4,5,north_south,GREEN,30,725
186,930,2,18,14.230608295147034,0,0,6,12,north_south,GREEN,30,1264
186,930,3,19,14.53134688788751,0,0,9,10,north_south,GREEN,30,1475
187,935,0,30,15.490674882793837,0,0,14,16,north_south,YELLOW,30,1869
187,935,1,10,12.675545085994523,0,0,5,5,north_south,YELLOW,30,725
187,935,2,24,14.198801382758173,0,0,8,16,north_south,YELLOW,30,1267
187,935,3,23,14.493905352428719,0,0,11,12,north_south,YELLOW,30,1479
188,940,0,43,15.490674882793837,5,2,17,19,east_west,GREEN,30,1869
188,940,1,12,12.675545085994523,1,1,5,5,east_west,GREEN,30,725
188,940,2,30,14.198801382758173,3,2,8,17,east_west,GREEN,30,1267
188,940,3,32,14.493905352428719,1,4,11,16,east_west,GREEN,30,1479
189,945,0,31,15.651322470755073,6,4,10,11,east_west,GREEN,30,1889
189,945,1,4,12.837724366777246,1,3,0,0,east_west,GREEN,30,738
189,945,2,15,14.355214678447139,5,2,0,8,east_west,GREEN,30,1287
189,945,3,18,14.651619113671192,1,4,5,8,east_west,GREEN,30,1499
190,950,0,19,15.622218992845196,10,6,2,1,east_west,GREEN,30,1909
190,950,1,7,12.802446581706722,2,5,0,0,east_west,GREEN,30,740
190,950,2,15,14.292897764807503,7,5,0,3,east_west,GREEN,30,1299
190,950,3,10,14.546291669079661,4,5,0,1,east_west,GREEN,30,1517
191,955,0,20,15.564665551263666,12,8,0,0,east_west,GREEN,30,1917
191,955,1,8,12.786680815940954,3,5,0,0,east_west,GREEN,30,741
191,955,2,15,14.233207329425724,9,6,0,0,east_west,GREEN,30,1305
191,955,3,17,14.500420952502926,8,9,0,0,east_west,GREEN,30,1522
192,960,0,21,15.546950724466539,13,8,0,0,east_west,GREEN,30,1919
192,960,1,12,12.751960326405136,4,8,0,0,east_west,GREEN,30,743
192,960,2,19,14.210555260433694,12,7,0,0,east_west,GREEN,30,1307
192,960,3,18,14.461747975125437,9,9,0,0,east_west,GREEN,30,1526
193,965,0,26,15.521316545868633,14,12,0,0,east_west,GREEN,30,1922
193,965,1,13,12.683651939606994,4,9,0,0,east_west,GREEN,30,747
193,965,2,21,14.185988481059221,12,9,0,0,east_west,GREEN,30,1309
193,965,3,19,14.423558569850906,10,9,0,0,east_west,GREEN,30,1530
194,970,0,32,15.487860787601862,17,15,0,0,east_west,YELLOW,30,1926
194,970,1,14,12.66854472713136,5,9,0,0,east_west,YELLOW,30,748
194,970,2,23,14.17381379393559,13,10,0,0,east_west,YELLOW,30,1310
194,970,3,24,14.414161228131622,12,12,0,0,east_west,YELLOW,30,1531
195,975,0,44,15.487860787601862,18,19,6,1,north_south,GREEN,30,1926
195,975,1,16,12.66854472713136,5,10,1,0,north_south,GREEN,30,748
195,975,2,27,14.17381379393559,14,10,2,1,north_south,GREEN,30,1310
195,975,3,37,14.414161228131622,13,19,3,2,north_south,GREEN,30,1531
196,980,0,27,15.650835395869823,8,10,7,2,north_south,GREEN,30,1946
196,980,1,2,12.894451523241568,0,1,1,0,north_south,GREEN,30,763
196,980,2,12,14.41547860776977,6,0,4,2,north_south,GREEN,30,1330
196,980,3,30,14.594591906552003,7,12,4,7,north_south,GREEN,30,1551
197,985,0,13,15.645130989989985,0,0,8,5,north_south,GREEN,30,1965
197,985,1,6,12.815317070311348,0,0,3,3,north_south,GREEN,30,768
197,985,2,9,14.397893561703153,0,0,4,5,north_south,GREEN,30,1338
197,985,3,18,14.543631902272121,0,4,4,10,north_south,GREEN,30,1568
198,990,0,19,15.607429863749347,0,0,9,10,north_south,GREEN,30,1970
198,990,1,8,12.749359215723189,0,0,4,4,north_south,GREEN,30,772
198,990,2,10,14.377272318921712,0,0,4,6,north_south,GREEN,30,1340
198,990,3,16,14.500048447920376,0,0,5,11,north_south,GREEN,30,1575
199,995,0,21,15.571614127770342,0,0,10,11,north_south,GREEN,30,1975
199,995,1,8,12.749359215723189,0,0,4,4,north_south,GREEN,30,772
199,995,2,14,14.335176483722428,0,0,7,7,north_south,GREEN,30,1344
199,995,3,22,14.445808718710989,0,0,8,14,north_south,GREEN,30,1581
200,1000,0,27,15.555859538161183,0,0,13,14,north_south,GREEN,30,1977
200,1000,1,9,12.70141438868489,0,0,4,5,north_south,GREEN,30,775
200,1000,2,17,14.295374231778172,0,0,10,7,north_south,GREEN,30,1348
200,1000,3,27,14.411415404219106,0,0,11,16,north_south,GREEN,30,1585
201,1005,0,31,15.526868134906755,0,0,14,17,north_south,YELLOW,30,1981
201,1005,1,12,12.66939322382454,0,0,6,6,north_south,YELLOW,30,777
201,1005,2,20,14.255503384445543,0,0,10,10,north_south,YELLOW,30,1352
201,1005,3,29,14.385166335414144,0,0,11,18,north_south,YELLOW,30,1588
202,1010,0,42,15.526868134906755,2,3,19,18,east_west,GREEN,30,1981
202,1010,1,15,12.66939322382454,1,1,6,7,east_west,GREEN,30,777
202,1010,2,25,14.255503384445543,0,1,12,12,east_west,GREEN,30,1352
202,1010,3,41,14.385166335414144,4,3,13,21,east_west,GREEN,30,1588
203,1015,0,25,15.701371840428097,3,3,10,9,east_west,GREEN,30,2001
203,1015,1,2,12.802331485569553,1,1,0,0,east_west,GREEN,30,792
203,1015,2,12,14.389683000249764,1,2,3,6,east_west,GREEN,30,1372
203,1015,3,33,14.586748373539189,6,7,6,14,east_west,GREEN,30,1608
204,1020,0,13,15.68113256582607,5,7,0,1,east_west,GREEN,30,2021
204,1020,1,2,12.802331485569553,1,1,0,0,east_west,GREEN,30,792
204,1020,2,8,14.283272002991538,5,3,0,0,east_west,GREEN,30,1386
204,1020,3,23,14.57909214603565,8,8,0,7,east_west,GREEN,30,1625
205,1025,0,17,15.627544342039508,6,11,0,0,east_west,GREEN,30,2028
205,1025,1,5,12.787494024666103,2,3,0,0,east_west,GREEN,30,793
205,1025,2,12,14.240740312449185,6,6,0,0,east_west,GREEN,30,1390
205,1025,3,20,14.513796404500988,9,10,0,1,east_west,GREEN,30,1636
206,1030,0,22,15.572706361951958,8,14,0,0,east_west,GREEN,30,2035
206,1030,1,6,12.787494024666103,2,4,0,0,east_west,GREEN,30,793
206,1030,2,12,14.21965083397522,6,6,0,0,east_west,GREEN,30,1392
206,1030,3,24,14.489163184321036,12,12,0,0,east_west,GREEN,30,1639
207,1035,0,25,15.525491558861921,10,15,0,0,east_west,GREEN,30,2041
207,1035,1,8,12.772805683972738,3,5,0,0,east_west,GREEN,30,794
207,1035,2,14,14.197042634837882,6,8,0,0,east_west,GREEN,30,1394
207,1035,3,30,14.48029863723678,15,15,0,0,east_west,GREEN,30,1640
208,1040,0,30,15.464843192094609,13,17,0,0,east_west,YELLOW,30,2049
208,1040,1,10,12.737041406257173,4,6,0,0,east_west,YELLOW,30,796
208,1040,2,17,14.185832215652376,8,9,0,0,east_west,YELLOW,30,1395
208,1040,3,33,14.45274447305471,16,17,0,0,east_west,YELLOW,30,1643
209,1045,0,37,15.464843192094609,15,18,1,3,north_south,GREEN,30,2049
209,1045,1,13,12.737041406257173,6,6,0,1,north_south,GREEN,30,796
209,1045,2,23,14.185832215652376,9,12,2,0,north_south,GREEN,30,1395
209,1045,3,41,14.45274447305471,18,17,1,5,north_south,GREEN,30,1643
210,1050,0,26,15.591787273607082,7,12,2,5,north_south,GREEN,30,2069
210,1050,1,4,12.784157732823761,0,0,3,1,north_south,GREEN,30,811
210,1050,2,19,14.306836249703665,0,8,7,4,north_south,GREEN,30,1415
210,1050,3,32,14.68772423387123,10,13,2,7,north_south,GREEN,30,1663
211,1055,0,18,15.569018074460619,0,7,6,5,north_south,GREEN,30,2088
211,1055,1,6,12.768136972456265,0,0,5,1,north_south,GREEN,30,812
211,1055,2,12,14.198512171959507,0,0,7,5,north_south,GREEN,30,1430
211,1055,3,17,14.69873769631145,2,3,4,8,north_south,GREEN,30,1683
212,1060,0,14,15.491468799441165,0,0,7,7,north_south,GREEN,30,2102
212,1060,1,7,12.768136972456265,0,0,6,1,north_south,GREEN,30,812
212,1060,2,16,14.151912572951787,0,0,10,6,north_south,GREEN,30,1435
212,1060,3,23,14.654168276143423,0,0,7,16,north_south,GREEN,30,1691
213,1065,0,17,15.44917339470209,0,0,7,10,north_south,GREEN,30,2108
213,1065,1,10,12.722843739540739,0,0,8,2,north_south,GREEN,30,815
213,1065,2,18,14.105229708898673,0,0,11,7,north_south,GREEN,30,1440
213,1065,3,27,14.637938811384545,0,0,9,18,north_south,GREEN,30,1693
214,1070,0,20,15.421996405807384,0,0,8,12,north_south,GREEN,30,2112
214,1070,1,13,12.662677422198712,0,0,9,4,north_south,GREEN,30,819
214,1070,2,21,14.095956498082877,0,0,13,8,north_south,GREEN,30,1441
214,1070,3,31,14.61274625829652,0,0,12,19,north_south,GREEN,30,1696
215,1075,0,25,15.393482910493535,0,0,11,14,north_south,YELLOW,30,2116
215,1075,1,15,12.662677422198712,0,0,10,5,north_south,YELLOW,30,819
215,1075,2,27,14.041595493355448,0,0,17,10,north_south,YELLOW,30,1447
215,1075,3,40,14.572359236653263,0,0,15,25,north_south,YELLOW,30,1701
216,1080,0,29,15.393482910493535,1,2,12,14,east_west,GREEN,30,2116
216,1080,1,20,12.662677422198712,0,2,13,5,east_west,GREEN,30,819
216,1080,2,35,14.041595493355448,3,3,18,11,east_west,GREEN,30,1447
216,1080,3,45,14.572359236653263,0,2,17,26,east_west,GREEN,30,1701
217,1085,0,17,15.518046233447066,4,4,5,4,east_west,GREEN,30,2136
217,1085,1,6,12.83586910236757,0,3,3,0,east_west,GREEN,30,836
217,1085,2,26,14.226753036146881,5,7,9,5,east_west,GREEN,30,1467
217,1085,3,31,14.7588512504026,2,5,8,16,east_west,GREEN,30,1721
218,1090,0,17,15.481539655325394,6,11,0,0,east_west,GREEN,30,2148
218,1090,1,3,12.820906048180378,0,3,0,0,east_west,GREEN,30,839
218,1090,2,16,14.188205593600554,6,9,1,0,east_west,GREEN,30,1482
218,1090,3,22,14.804498789622716,5,5,0,12,east_west,GREEN,30,1740
219,1095,0,22,15.458569218822662,9,13,0,0,east_west,GREEN,30,2151
219,1095,1,7,12.820906048180378,1,6,0,0,east_west,GREEN,30,839
219,1095,2,17,14.18198965927581,7,10,0,0,east_west,GREEN,30,1483
219,1095,3,16,14.781743306122895,6,7,0,3,east_west,GREEN,30,1751
220,1100,0,30,15.443594292599657,13,17,0,0,east_west,GREEN,30,2153
220,1100,1,8,12.769971044115143,1,7,0,0,east_west,GREEN,30,842
220,1100,2,18,14.131066261428245,8,10,0,0,east_west,GREEN,30,1488
220,1100,3,17,14.743659031269662,8,9,0,0,east_west,GREEN,30,1757
221,1105,0,35,15.393683004707267,15,20,0,0,east_west,GREEN,30,2160
221,1105,1,9,12.769971044115143,2,7,0,0,east_west,GREEN,30,842
221,1105,2,20,14.112479822094382,8,12,0,0,east_west,GREEN,30,1490
221,1105,3,19,14.683755338287318,10,9,0,0,east_west,GREEN,30,1764
222,1110,0,38,15.356533772499116,18,20,0,0,east_west,YELLOW,30,2165
222,1110,1,13,12.769971044115143,5,8,0,0,east_west,YELLOW,30,842
222,1110,2,20,14.06244225426654,8,12,0,0,east_west,YELLOW,30,1495
222,1110,3,20,14.650030377229637,11,9,0,0,east_west,YELLOW,30,1768
223,1115,0,46,15.356533772499116,18,23,3,2,north_south,GREEN,30,2165
223,1115,1,16,12.769971044115143,5,9,2,0,north_south,GREEN,30,842
223,1115,2,26,14.06244225426654,9,15,2,0,north_south,GREEN,30,1495
223,1115,3,32,14.650030377229637,14,10,3,5,north_south,GREEN,30,1768
224,1120,0,43,15.496687881544036,11,20,6,6,north_south,GREEN,30,2185
224,1120,1,6,12.863014207736866,0,1,2,3,north_south,GREEN,30,858
224,1120,2,10,14.313353126216061,0,6,4,0,north_south,GREEN,30,1514
224,1120,3,16,14.7885663470868,8,0,3,5,north_south,GREEN,30,1788
225,1125,0,38,15.543997453695106,5,13,9,11,north_south,GREEN,30,2205
225,1125,1,6,12.824453484525792,0,0,3,3,north_south,GREEN,30,861
225,1125,2,4,14.26560072047311,0,0,4,0,north_south,GREEN,30,1525
225,1125,3,8,14.711236040211187,0,0,3,5,north_south,GREEN,30,1802
226,1130,0,37,15.492101234248437,0,8,10,19,north_south,GREEN,30,2222
226,1130,1,7,12.824453484525792,0,0,3,4,north_south,GREEN,30,861
226,1130,2,8,14.24785310731098,0,0,6,2,north_south,GREEN,30,1527
226,1130,3,12,14.703110118520996,0,0,5,7,north_south,GREEN,30,1803
227,1135,0,36,15.431392263821646,0,4,11,21,north_south,GREEN,30,2235
227,1135,1,8,12.824453484525792,0,0,3,5,north_south,GREEN,30,861
227,1135,2,11,14.194844983654821,0,0,7,4,north_south,GREEN,30,1533
227,1135,3,17,14.64785060659774,0,0,6,11,north_south,GREEN,30,1810
228,1140,0,36,15.402719662425852,0,0,15,21,north_south,GREEN,30,2241
228,1140,1,9,12.74003782970245,0,0,4,5,north_south,GREEN,30,867
228,1140,2,13,14.160513522905816,0,0,7,6,north_south,GREEN,30,1537
228,1140,3,22,14.63260446742456,0,0,8,14,north_south,GREEN,30,1812
229,1145,0,45,15.369878307460313,0,0,20,25,north_south,YELLOW,30,2246
229,1145,1,9,12.726503120129491,0,0,4,5,north_south,YELLOW,30,868
229,1145,2,15,14.143320171487819,0,0,7,8,north_south,YELLOW,30,1539
229,1145,3,26,14.586242231548354,0,0,11,15,north_south,YELLOW,30,1818
230,1150,0,54,15.369878307460313,3,0,22,29,east_west,GREEN,30,2246
230,1150,1,13,12.726503120129491,0,0,5,8,east_west,GREEN,30,868
230,1150,2,24,14.143320171487819,0,2,11,11,east_west,GREEN,30,1539
230,1150,3,29,14.586242231548354,0,1,12,16,east_west,GREEN,30,1818
231,1155,0,44,15.547212449271777,6,2,13,23,east_west,GREEN,30,2266
231,1155,1,2,12.849010120210002,1,1,0,0,east_west,GREEN,30,883
231,1155,2,17,14.193665695932122,4,7,3,3,east_west,GREEN,30,1559
231,1155,3,17,14.722053018816759,2,2,4,9,east_west,GREEN,30,1838
232,1160,0,33,15.628210010061288,8,3,8,14,east_west,GREEN,30,2286
232,1160,1,4,12.80481321499888,2,2,0,0,east_west,GREEN,30,886
232,1160,2,14,14.105814692871737,6,8,0,0,east_west,GREEN,30,1571
232,1160,3,10,14.67429173591254,4,5,0,1,east_west,GREEN,30,1854
233,1165,0,22,15.599250098342551,10,7,0,5,east_west,GREEN,30,2306
233,1165,1,4,12.772687046774582,2,2,0,0,east_west,GREEN,30,888
233,1165,2,16,14.088324999298306,7,9,0,0,east_west,GREEN,30,1573
233,1165,3,11,14.62835075741963,5,6,0,0,east_west,GREEN,30,1860
234,1170,0,23,15.547656495368212,15,8,0,0,east_west,GREEN,30,2317
234,1170,1,7,12.745291531993747,3,4,0,0,east_west,GREEN,30,890
234,1170,2,19,14.048886513336157,9,10,0,0,east_west,GREEN,30,1577
234,1170,3,13,14.596040682246404,6,7,0,0,east_west,GREEN,30,1864
235,1175,0,29,15.496956328597218,18,11,0,0,east_west,GREEN,30,2324
235,1175,1,8,12.745291531993747,3,5,0,0,east_west,GREEN,30,890
235,1175,2,20,14.02077895968148,10,10,0,0,east_west,GREEN,30,1580
235,1175,3,13,14.580093524783916,6,7,0,0,east_west,GREEN,30,1866
236,1180,0,34,15.475932434936649,20,14,0,0,east_west,YELLOW,30,2327
236,1180,1,9,12.686857420233947,4,5,0,0,east_west,YELLOW,30,894
236,1180,2,23,13.991997365305824,12,11,0,0,east_west,YELLOW,30,1583
236,1180,3,16,14.548585362776716,8,8,0,0,east_west,YELLOW,30,1870
237,1185,0,44,15.475932434936649,22,18,3,1,north_south,GREEN,30,2327
237,1185,1,14,12.686857420233947,4,7,1,2,north_south,GREEN,30,894
237,1185,2,30,13.991997365305824,14,13,1,2,north_south,GREEN,30,1583
237,1185,3,20,14.548585362776716,9,9,1,1,north_south,GREEN,30,1870
238,1190,0,34,15.588116757311255,15,10,4,5,north_south,GREEN,30,2347
238,1190,1,4,12.777900637588035,0,0,2,2,north_south,GREEN,30,905
238,1190,2,19,14.21461619328252,7,4,4,4,north_south,GREEN,30,1603
238,1190,3,6,14.6230021872626,0,1,1,4,north_south,GREEN,30,1890
239,1195,0,21,15.594135460952796,6,3,5,7,north_south,GREEN,30,2367
239,1195,1,6,12.777900637588035,0,0,3,3,north_south,GREEN,30,905
239,1195,2,10,14.179148421480017,0,0,4,6,north_south,GREEN,30,1615
239,1195,3,8,14.580662172645077,0,0,3,5,north_south,GREEN,30,1896
240,1200,0,15,15.53901437617607,0,0,5,10,north_south,GREEN,30,2381
240,1200,1,9,12.777900637588035,0,0,5,4,north_south,GREEN,30,905
240,1200,2,13,14.162255467063433,0,0,5,8,north_south,GREEN,30,1617
240,1200,3,12,14.573365070273518,0,0,4,8,north_south,GREEN,30,1897
241,1205,0,22,15.514151015048757,0,0,8,14,north_south,GREEN,30,2385
241,1205,1,14,12.777900637588035,0,0,8,6,north_south,GREEN,30,905
241,1205,2,15,14.120674151774825,0,0,6,9,north_south,GREEN,30,1622
241,1205,3,18,14.551652833155693,0,0,8,10,north_south,GREEN,30,1900
242,1210,0,23,15.457506659053958,0,0,8,15,north_south,GREEN,30,2394
242,1210,1,16,12.74933709698321,0,0,9,7,north_south,GREEN,30,907
242,1210,2,21,14.096761989850922,0,0,7,14,north_south,GREEN,30,1625
242,1210,3,24,14.52965155338098,0,0,11,13,north_south,GREEN,30,1903
243,1215,0,27,15.439643744382632,0,0,11,16,north_south,YELLOW,30,2397
243,1215,1,18,12.695959315081387,0,0,11,7,north_south,YELLOW,30,911
243,1215,2,29,14.06265175484783,0,0,9,20,north_south,YELLOW,30,1629
243,1215,3,25,14.508377940082497,0,0,11,14,north_south,YELLOW,30,1906
244,1220,0,35,15.439643744382632,3,1,13,18,east_west,GREEN,30,2397
244,1220,1,22,12.695959315081387,0,2,13,7,east_west,GREEN,30,911
244,1220,2,34,14.06265175484783,0,3,11,20,east_west,GREEN,30,1629
244,1220,3,37,14.508377940082497,3,3,14,17,east_west,GREEN,30,1906
245,1225,0,24,15.559407881184441,4,2,6,12,east_west,GREEN,30,2417
245,1225,1,6,12.901932139865083,0,3,3,0,east_west,GREEN,30,930
245,1225,2,22,14.198269594615972,0,7,4,11,east_west,GREEN,30,1649
245,1225,3,23,14.625166360429388,4,3,6,10,east_west,GREEN,30,1926
246,1230,0,17,15.525378959235743,7,7,0,3,east_west,GREEN,30,2436
246,1230,1,7,12.894100059664583,1,6,0,0,east_west,GREEN,30,933
246,1230,2,14,14.17731722324559,5,8,0,1,east_west,GREEN,30,1664
246,1230,3,12,14.561162896373158,6,4,0,2,east_west,GREEN,30,1946
247,1235,0,21,15.462187131547436,10,11,0,0,east_west,GREEN,30,2447
247,1235,1,10,12.854996385519122,4,6,0,0,east_west,GREEN,30,936
247,1235,2,15,14.155457030445634,5,10,0,0,east_west,GREEN,30,1667
247,1235,3,14,14.51309949545906,7,7,0,0,east_west,GREEN,30,1953
248,1240,0,23,15.442115332162633,11,12,0,0,east_west,GREEN,30,2450
248,1240,1,12,12.814346781291931,5,7,0,0,east_west,GREEN,30,939
248,1240,2,21,14.11213430862382,8,13,0,0,east_west,GREEN,30,1672
248,1240,3,17,14.505514387981943,9,8,0,0,east_west,GREEN,30,1954
249,1245,0,27,15.415325622447009,12,15,0,0,east_west,GREEN,30,2454
249,1245,1,14,12.784459881792962,6,8,0,0,east_west,GREEN,30,941
249,1245,2,22,14.094039817243036,8,14,0,0,east_west,GREEN,30,1674
249,1245,3,24,14.475617247538588,11,13,0,0,east_west,GREEN,30,1958
250,1250,0,39,15.382030366281311,18,21,0,0,east_west,YELLOW,30,2459
250,1250,1,14,12.755079539912622,6,8,0,0,east_west,YELLOW,30,943
250,1250,2,22,14.016650605394029,8,14,0,0,east_west,YELLOW,30,1683
250,1250,3,28,14.445960253564309,14,14,0,0,east_west,YELLOW,30,1962
251,1255,0,54,15.382030366281311,20,24,6,4,north_south,GREEN,30,2459
251,1255,1,18,12.755079539912622,7,9,0,2,north_south,GREEN,30,943
251,1255,2,29,14.016650605394029,8,18,2,1,north_south,GREEN,30,1683
251,1255,3,35,14.445960253564309,17,15,2,1,north_south,GREEN,30,1962
252,1260,0,45,15.502129963821373,14,15,6,10,north_south,GREEN,30,2479
252,1260,1,3,12.914034769073314,0,0,0,3,north_south,GREEN,30,961
252,1260,2,20,14.190232562628674,1,13,4,2,north_south,GREEN,30,1703
252,1260,3,23,14.592929266640738,7,8,4,4,north_south,GREEN,30,1982
253,1265,0,35,15.51376738483277,7,6,8,14,north_south,GREEN,30,2499
253,1265,1,5,12.901223877135067,0,0,1,4,north_south,GREEN,30,962
253,1265,2,17,14.173546812161048,0,7,5,5,north_south,GREEN,30,1716
253,1265,3,14,14.553689520199745,0,0,7,7,north_south,GREEN,30,2001
254,1270,0,25,15.457299080488477,0,0,9,16,north_south,GREEN,30,2517
254,1270,1,5,12.849670758891104,0,0,1,4,north_south,GREEN,30,966
254,1270,2,13,14.121685679586486,0,0,8,5,north_south,GREEN,30,1726
254,1270,3,16,14.518308478834657,0,0,8,8,north_south,GREEN,30,2006
255,1275,0,32,15.429155148100628,0,0,11,21,north_south,GREEN,30,2522
255,1275,1,8,12.796867914200629,0,0,2,6,north_south,GREEN,30,970
255,1275,2,13,14.097943624365238,0,0,8,5,north_south,GREEN,30,1729
255,1275,3,24,14.504789324680893,0,0,13,11,north_south,GREEN,30,2008
256,1280,0,34,15.395113259911485,0,0,12,22,north_south,GREEN,30,2528
256,1280,1,10,12.758191647408385,0,0,2,8,north_south,GREEN,30,973
256,1280,2,14,14.074716940229175,0,0,9,5,north_south,GREEN,30,1732
256,1280,3,28,14.475938849668095,0,0,15,13,north_south,GREEN,30,2012
257,1285,0,37,15.377438104206211,0,0,14,23,north_south,YELLOW,30,2531
257,1285,1,13,12.732943435203584,0,0,3,10,north_south,YELLOW,30,975
257,1285,2,21,14.059206177840904,0,0,9,12,north_south,YELLOW,30,1734
257,1285,3,29,14.454640432677552,0,0,15,14,north_south,YELLOW,30,2015
258,1290,0,40,15.377438104206211,1,0,14,25,east_west,GREEN,30,2531
258,1290,1,19,12.732943435203584,2,1,6,10,east_west,GREEN,30,975
258,1290,2,26,14.059206177840904,0,0,13,13,east_west,GREEN,30,1734
258,1290,3,36,14.454640432677552,2,1,18,15,east_west,GREEN,30,2015
259,1295,0,29,15.547445359761486,1,3,8,17,east_west,GREEN,30,2551
259,1295,1,5,12.816574512687119,2,3,0,0,east_west,GREEN,30,993
259,1295,2,15,14.168109131917594,2,5,5,3,east_west,GREEN,30,1754
259,1295,3,30,14.607578852734136,3,6,11,10,east_west,GREEN,30,2035
260,1300,0,18,15.583320708352685,6,3,0,9,east_west,GREEN,30,2571
260,1300,1,7,12.816574512687119,3,4,0,0,east_west,GREEN,30,993
260,1300,2,8,14.129290799884041,3,5,0,0,east_west,GREEN,30,1764
260,1300,3,19,14.59407803836032,4,9,2,4,east_west,GREEN,30,2055
261,1305,0,16,15.560458493523363,10,5,0,1,east_west,GREEN,30,2583
261,1305,1,9,12.776351996251517,4,5,0,0,east_west,GREEN,30,996
261,1305,2,12,14.120770685637055,5,7,0,0,east_west,GREEN,30,1765
261,1305,3,14,14.553224884852336,5,9,0,0,east_west,GREEN,30,2063
262,1310,0,21,15.517103397929041,12,9,0,0,east_west,GREEN,30,2590
262,1310,1,9,12.724313895058764,4,5,0,0,east_west,GREEN,30,1000
262,1310,2,17,14.06322532038305,8,9,0,0,east_west,GREEN,30,1772
262,1310,3,22,14.524639405582079,8,14,0,0,east_west,GREEN,30,2067
263,1315,0,32,15.504143273597006,20,12,0,0,east_west,GREEN,30,2592
263,1315,1,12,12.724313895058764,6,6,0,0,east_west,GREEN,30,1000
263,1315,2,20,14.047014391853146,9,11,0,0,east_west,GREEN,30,1774
263,1315,3,26,14.482366361055716,11,15,0,0,east_west,GREEN,30,2073
264,1320,0,36,15.466483285761335,22,14,0,0,east_west,YELLOW,30,2598
264,1320,1,15,12.673109998894244,8,7,0,0,east_west,YELLOW,30,1004
264,1320,2,22,14.030451244855218,9,13,0,0,east_west,YELLOW,30,1776
264,1320,3,34,14.468382036777104,15,19,0,0,east_west,YELLOW,30,2075
265,1325,0,44,15.466483285761335,26,15,1,2,north_south,GREEN,30,2598
265,1325,1,19,12.673109998894244,10,8,0,1,north_south,GREEN,30,1004
265,1325,2,31,14.030451244855218,13,16,0,2,north_south,GREEN,30,1776
265,1325,3,51,14.468382036777104,20,25,4,2,north_south,GREEN,30,2075
266,1330,0,33,15.551051549361148,16,6,5,6,north_south,GREEN,30,2618
266,1330,1,5,12.804565793657098,2,0,1,2,north_south,GREEN,30,1024
266,1330,2,18,14.168761066184604,7,7,0,4,north_south,GREEN,30,1796
266,1330,3,37,14.613782733361347,12,16,5,4,north_south,GREEN,30,2095
267,1335,0,23,15.555388058839029,9,0,6,8,north_south,GREEN,30,2636
267,1335,1,4,12.752648231911863,0,0,2,2,north_south,GREEN,30,1029
267,1335,2,7,14.10734719597166,0,2,0,5,north_south,GREEN,30,1814
267,1335,3,27,14.627953946309663,5,9,7,6,north_south,GREEN,30,2115
268,1340,0,18,15.52715375469094,0,0,8,10,north_south,GREEN,30,2648
268,1340,1,6,12.71629088793336,0,0,3,3,north_south,GREEN,30,1032
268,1340,2,13,14.05308484656517,0,0,5,8,north_south,GREEN,30,1822
268,1340,3,21,14.58299203496248,0,0,11,10,north_south,GREEN,30,2131
269,1345,0,22,15.510077574159325,0,0,10,12,north_south,GREEN,30,2651
269,1345,1,7,12.68074619299172,0,0,3,4,north_south,GREEN,30,1035
269,1345,2,16,14.031214370618343,0,0,6,10,north_south,GREEN,30,1825
269,1345,3,25,14.555774331700736,0,0,14,11,north_south,GREEN,30,2135
270,1350,0,30,15.498284737366486,0,0,14,16,north_south,GREEN,30,2653
270,1350,1,10,12.645624215794655,0,0,6,4,north_south,GREEN,30,1038
270,1350,2,21,14.001749227242605,0,0,8,13,north_south,GREEN,30,1829
270,1350,3,28,14.529206172471909,0,0,17,11,north_south,GREEN,30,2139
271,1355,0,38,15.454864701618348,0,0,17,21,north_south,YELLOW,30,2661
271,1355,1,13,12.645624215794655,0,0,6,7,north_south,YELLOW,30,1038
271,1355,2,22,13.97260595558042,0,0,9,13,north_south,YELLOW,30,1833
271,1355,3,31,14.463641838440221,0,0,18,13,north_south,YELLOW,30,2149
272,1360,0,49,15.454864701618348,3,4,19,23,east_west,GREEN,30,2661
272,1360,1,15,12.645624215794655,0,2,6,7,east_west,GREEN,30,1038
272,1360,2,31,13.97260595558042,3,3,12,13,east_west,GREEN,30,1833
272,1360,3,37,14.463641838440221,2,1,19,15,east_west,GREEN,30,2149
273,1365,0,38,15.580930801306991,5,6,14,13,east_west,GREEN,30,2681
273,1365,1,3,12.750505571836525,1,2,0,0,east_west,GREEN,30,1052
273,1365,2,20,14.073856231318025,5,5,4,6,east_west,GREEN,30,1853
273,1365,3,24,14.624310632038913,4,2,11,7,east_west,GREEN,30,2169
